"Step","TimeStamp","EplasedTime","Action"
"1","11:05:10","0","Set Recovery Model to Simple"
"2","11:05:11","0","Update Database Compatibility Level"
"3","11:05:11","0","Calculate file space needed for dataspace migration"
"4","11:05:11","0","Preallocate database file space"
"5","11:05:12","0","Turn off RCSI"
"6","11:05:25","0","Write service level to stamp"
"7","11:05:25","0","Prepare for Major Upgrade"
"8","11:05:25","0","Upgrade Framework Common database to Dev14.M62"
"9","11:05:25","0","Upgrade Framework Shared database to Dev14.M62"
"10","11:05:25","0","Update Database Id in the Dataspace Table if present"
"11","11:05:25","0","Adding columns to tbl_plan"
"12","11:05:26","0","Upgrade TestManagement database to Dev14.M62"
"13","11:05:26","0","Upgrade WorkItem database to Dev14.M62 (Pre Upgrade)"
"14","11:05:26","0","Upgrade WorkItem database to Dev14.M62"
"15","11:05:27","0","Upgrade VersionControl database to Dev14.M62"
"17","11:05:27","0","Fix most of DatabasePartition schema outside of the lock"
"18","11:05:27","0","Upgrade Framework Common database to Dev14.M63"
"19","11:05:28","0","Upgrade Framework Shared database to Dev14.M63"
"21","11:05:28","0","Upgrade Framework database to Dev14.M63"
"22","11:05:28","0","Upgrade WorkItem database to Dev14.M63"
"23","11:05:30","0","Clean up work item data"
"24","11:05:30","0","Upgrade TestManagement database to Dev14.M63"
"25","11:05:30","0","Upgrade VersionControl database to Dev14.M63"
"26","11:05:30","0","Upgrade Git database to Dev14.M63"
"27","11:05:30","0","Upgrade Framework Common database to Dev14.M64"
"28","11:05:31","0","Upgrade Framework Shared database to Dev14.M64"
"29","11:05:31","0","Populate IsRemotable column in tbl_SecurityNamespace"
"30","11:05:31","0","Upgrade WorkItem database to Dev14.M64"
"31","11:05:31","0","Upgrade WorkItem database to Dev14.M64 (no lock)"
"32","11:05:33","0","Set work item change watermark offset"
"33","11:05:33","0","Migrate Work Items to Long Schema"
"34","11:06:34","1","Upgrade TestManagement database to Dev14.M64"
"35","11:06:34","1","Add a row for TestAgentCounter"
"36","11:06:34","1","Upgrade Framework Shared database to Dev14.M65"
"37","11:06:34","1","Upgrade Framework Common database to Dev14.M65"
"38","11:06:34","1","Drop ServiceLevel column from tbl_DatabasePartitionMap"
"40","11:06:34","1","Upgrade Git database to Dev14.M65"
"41","11:06:34","1","Fix WorkItem database schema (part 1)"
"42","11:06:34","1","Upgrade WorkItem database to Dev14.M65"
"43","11:06:35","1","Fix WorkItem database schema (part 2)"
"44","11:06:35","1","Drop unused types"
"45","11:06:35","1","Upgrade Framework Shared database to Dev14.M66"
"46","11:06:35","1","Upgrade WorkItem database to Dev14.M66"
"47","11:06:36","1","Drop unused tables"
"48","11:06:36","1","Upgrade Git database to Dev14.M66"
"49","11:06:36","1","Upgrade Mention database to Dev14.M66"
"50","11:06:36","1","Upgrade VersionControl database to Dev14.M66"
"51","11:06:36","1","Upgrade Agile database to Dev14.M66"
"52","11:06:36","1","Remove the TFS_DATABASE_CATEGORIES database stamp"
"53","11:06:36","1","Upgrade Framework Shared database to Dev14.M67"
"54","11:06:36","1","Upgrade Framework database to Dev14.M67"
"55","11:06:36","1","Upgrade TestManagement database to Dev14.M67"
"56","11:06:36","1","Upgrade WorkItem database to Dev14.M67"
"57","11:06:37","1","Upgrade Git database to Dev14.M67"
"58","11:06:37","1","Upgrade Git security to Dev14.M67"
"59","11:06:37","1","Upgrade VersionControl database to Dev14.M67"
"60","11:06:38","1","Populate Framework Dataspaces"
"61","11:06:38","1","Create Compression tables and sprocs"
"62","11:06:38","1","Migrate Framework Tables to Dataspace"
"63","11:07:39","2","Migrate tbl_PropertyArtifactKind and tbl_SecurityNamespace"
"64","11:07:39","2","Upgrade Framework Shared database to Dev14.M68"
"65","11:07:39","2","Install Counter Status Data"
"66","11:07:39","2","Remove objects installed from tfspreupgrade"
"67","11:07:39","2","Upgrade Framework database to Dev14.M68"
"68","11:07:39","2","Update Test Management schema (preupgrade) to Dev14.M68"
"69","11:07:39","2","Upgrade TestManagement database to Dev14.M68"
"71","11:07:40","2","Upgrade VersionControl database to Dev14.M68"
"72","11:07:40","2","Setup new fields tables"
"73","11:07:40","2","Upgrade WorkItem database to Dev14.M68"
"74","11:07:41","2","Clean up dynamic schema"
"75","11:07:47","2","Upgrade Git database to Dev14.M68"
"76","11:07:47","2","Configure Framework Servicing Tokens"
"77","11:07:47","2","Configure Catalog Servicing Tokens"
"78","11:07:47","2","Create the Catalog Resource Types"
"79","11:07:47","2","Migrate Framework Tables to Dataspace"
"80","11:07:49","2","Upgrade Framework database to Dev14.M69 (Custom)"
"81","11:07:49","2","Upgrade Framework Shared database to Dev14.M69"
"82","11:07:50","2","Upgrade Catalog to Dev14.M69"
"83","11:07:50","2","Drop prc_SetSnapshotInstanceSecurityData"
"85","11:07:50","2","Upgrade Chat database to Dev14.M69"
"86","11:07:50","2","Upgrade Integration database to Dev14.M69"
"87","11:07:50","2","Upgrade LabExecution database to Dev14.M69"
"88","11:07:50","2","Upgrade Git database to Dev14.M69"
"89","11:07:50","2","Upgrade VersionControl database to Dev14.M69"
"90","11:07:50","2","Upgrade WorkItem database to Dev14.M69"
"91","11:07:50","2","Update Test Management schema (preupgrade) to Dev14.M69"
"92","11:07:50","2","Upgrade TestManagement database to Dev14.M69"
"94","11:07:51","2","Upgrade Framework database to Dev14.M70"
"95","11:07:51","2","Update Generic Sql Job definitions"
"96","11:07:51","2","Add abbreviation column to tbl_projects, create dataspaces for all existing projects, and add project_deleted column to tbl_node"
"97","11:07:51","2","Upgrade Framework and Integration databases to Dev14.M70"
"98","11:07:51","2","Set project_deleted column in tbl_nodes_tombstone, drop sequence_id from tbl_projects_tombstone column, and remove obsolete Inte"
"99","11:07:51","2","Upgrade WorkItem database to Dev14.M70 (nolock)"
"100","11:07:51","2","Upgrade WorkItem database to Dev14.M70"
"101","11:07:52","2","Drop old WIT tables"
"102","11:07:52","2","Drop old WIT types"
"103","11:07:52","2","Drop old WIT sprocs"
"104","11:07:52","2","Upgrade Git database to Dev14.M70 part 1"
"105","11:07:52","2","Upgrade Git database to Dev14.M70"
"106","11:07:52","2","Upgrade TestManagement database to Dev14.M70"
"107","11:07:53","2","Add a row for TestAgentDtlMachineCounter"
"108","11:07:53","2","Upgrade CodeSense database to Dev14.M70"
"109","11:07:53","2","Upgrade VersionControl database to Dev14.M70"
"110","11:07:53","2","Migrate Event Tables to Dataspace"
"111","11:07:53","2","Upgrade Framework database to Dev14.M71 (Custom)"
"112","11:07:53","2","Upgrade Framework database to Dev14.M71"
"115","11:07:53","2","Upgrade Framework database to Dev14.M71 (Custom)"
"116","11:07:53","2","Migrate Project security tokens"
"117","11:07:54","2","Upgrade Framework database to Dev14.M71"
"118","11:07:54","2","Migrate Project security tokens cleanup (drop trigger and delete source rows)"
"119","11:07:54","2","Upgrade Chat database to Dev14.M71"
"120","11:07:54","2","Upgrade WorkItem database to Dev14.M71 (nolock)"
"121","11:07:55","2","Upgrade WorkItem database to Dev14.M71"
"122","11:07:55","2","Drop old WIT types"
"123","11:07:55","2","Upgrade Git database to Dev14.M71"
"124","11:07:55","2","Upgrade Git database to Dev14.M71 Part 2"
"125","11:07:55","2","Upgrade TestManagement database to Dev14.M71"
"127","11:07:55","2","Upgrade CodeSense database to Dev14.M71"
"128","11:07:55","2","Upgrade VersionControl database to Dev14.M71"
"129","11:07:55","2","Upgrade Build database to Dev14.M71"
"130","11:07:55","2","Upgrade Framework database to Dev14.M72"
"133","11:07:56","2","Upgrade WorkItem database to Dev14.M72 (nolock)"
"134","11:07:56","2","Upgrade WorkItem database to Dev14.M72"
"135","11:07:56","2","Upgrade VersionControl database to Dev14.M72"
"136","11:07:56","2","Upgrade Git database to Dev14.M72 pre schema"
"137","11:07:56","2","Upgrade Git database to Dev14.M72"
"138","11:07:56","2","Upgrade Git database to Dev14.M72 post schema"
"139","11:07:56","2","Create Policy Database"
"142","11:07:56","2","Upgrade TestManagement database(preupgrade) to Dev14.M72"
"143","11:07:56","2","Upgrade TestManagement database to Dev14.M72"
"144","11:07:57","2","Upgrade TestManagement database(post upgrade) to Dev14.M72 (no lock)"
"145","11:07:57","2","Upgrade Process database to Dev14.M72"
"147","11:07:57","2","Upgrade Build database to Dev14.M72"
"148","11:07:57","2","Setup TFS_PARTITION_SCRIPTS_FOR_M73 token"
"149","11:07:57","2","Migrate File Table to Dataspace"
"150","11:15:06","9","Upgrade Framework database to Dev14.M73"
"151","11:15:08","9","Upgrade security service (FrameworkShared) to Dev14.M73"
"152","11:15:08","9","Upgrade Git database to Dev14.M73"
"153","11:15:08","9","Upgrade VersionControl database to Dev14.M73"
"154","11:15:09","9","Upgrade WorkItem database to Dev14.M73"
"155","11:15:09","9","Upgrade TestManagement database to Dev14.M73"
"157","11:15:09","9","Upgrade Process database to Dev14.M73"
"160","11:15:09","9","Upgrade Integration database to Dev14.M73"
"162","11:15:09","9","Upgrade Build database to Dev14.M73"
"163","11:15:09","9","Upgrade Property Definition to Dev14.M74"
"164","11:15:09","9","Upgrade File Service to Dev14.M74"
"165","11:15:11","10","Upgrade StrongBox to Dev14.M74"
"166","11:15:11","10","Upgrade Framework Common, Shared database to Dev14.M74"
"167","11:15:11","10","Upgrade Orchestration database to Dev14.M74"
"168","11:15:11","10","Upgrade DistributedTask database to Dev14.M74 (On-Prem)"
"169","11:15:11","10","Upgrade DistributedTask database to Dev14.M74"
"171","11:15:11","10","Upgrade DistributedTaskOrchestration database to Dev14.M74 (On-Prem)"
"172","11:15:12","10","Upgrade DistributedTaskOrchestration database to Dev14.M74"
"174","11:15:12","10","Upgrade Framework database to Dev14.M74"
"175","11:15:12","10","Upgrade Chat database to Dev14.M74"
"176","11:15:12","10","Create Test Management dataspaces for all existing projects and at collection level"
"177","11:15:12","10","Migrate tbl_Project table to TCM Dataspace"
"178","11:15:12","10","Upgrade TestManagement database to Dev14.M74"
"179","11:15:13","10","Upgrade WorkItem database to Dev14.M74 (nolock)"
"180","11:15:13","10","Upgrade WorkItem database to Dev14.M74"
"181","11:15:13","10","Upgrade WorkItem database to Dev14.M74 (classification node migration)"
"182","11:15:24","10","Upgrade CodeSense database to Dev14.M74"
"183","11:15:24","10","Upgrade Build2 database to Dev14.M74 (On-Prem)"
"184","11:15:24","10","Upgrade Build2 database to Dev14.M74 (custom)"
"185","11:15:24","10","Upgrade Build2 database to Dev14.M74"
"186","11:15:24","10","Upgrade Policy tables to Dev14.M74"
"187","11:15:24","10","Upgrade Policy sprocs to Dev14.M74"
"188","11:15:25","10","Transform policy data to match new table definition"
"189","11:15:25","10","Upgrade VersionControl database to Dev14.M74"
"190","11:15:25","10","Upgrade Git database to Dev14.M74 pre-schema"
"191","11:15:25","10","Upgrade Git database to Dev14.M74"
"192","11:15:25","10","Upgrade Git database to Dev14.M74 post-schema"
"194","11:15:25","10","Upgrade Framework Common database to Dev14.M75"
"195","11:15:25","10","Upgrade Framework database to Dev14.M74 part3 (nolock)"
"196","11:15:25","10","Upgrade Orchestration database to Dev14.M75"
"197","11:15:25","10","Upgrade DistributedTask database to Dev14.M75"
"198","11:15:25","10","Upgrade DistributedTaskOrchestration database to Dev14.M75"
"199","11:15:25","10","Upgrade Build2 database to Dev14.M75 (custom)"
"200","11:15:25","10","Upgrade Build2 database to Dev14.M75"
"201","11:15:26","10","Upgrade TestManagement database(preupgrade) to Dev14.M75"
"202","11:15:26","10","Upgrade TestManagement database to Dev14.M75"
"203","11:15:26","10","Upgrade TestManagement database(post upgrade) to Dev14.M75"
"204","11:15:26","10","Upgrade Policy database to Dev14.M75"
"205","11:15:26","10","Upgrade Framework Projects to Dev14.M75"
"206","11:15:26","10","Upgrade Framework database to Dev14.M75"
"207","11:15:26","10","Update Default Process Templates (OnPrem)"
"208","11:15:26","10","Populate Team-Project Map"
"210","11:15:26","10","Convert Team-Project Map to use local Ids"
"211","11:15:26","10","Upgrade WorkItem database to Dev14.M75"
"213","11:15:26","10","Upgrade Git database to Dev14.M75"
"214","11:15:26","10","Drop GitPullRequestMergeData Table"
"215","11:15:26","10","Drop GitPullRequestMergeData Type"
"216","11:15:26","10","Drop GitPullRequestMergeData SProcs"
"217","11:15:26","10","Upgrade Discussion database to Dev14.M75"
"218","11:15:26","10","Create Service Hooks Schema"
"219","11:15:27","10","Migrate property definition"
"220","11:15:34","10","Migrate Tagging Tables to Dataspace"
"221","11:15:35","10","Upgrade Framework Common database to Dev14.M76"
"222","11:15:35","10","Upgrade DistributedTask partition database to Dev14.M76"
"223","11:15:35","10","Upgrade DistributedTask database to Dev14.M76 (custom part 1)"
"224","11:15:35","10","Upgrade DistributedTaskOrchestration partition database to Dev14.M76"
"225","11:15:35","10","Migrate Process Tables to Dataspace"
"226","11:15:37","10","Upgrade Process database to Dev14.M76"
"227","11:15:37","10","Upgrade TestManagement database(preupgrade) to Dev14.M76"
"228","11:15:37","10","Upgrade TestManagement database to Dev14.M76"
"229","11:15:37","10","Upgrade Git database to Dev14.M76"
"230","11:15:37","10","Migrate tbl_Mention table to include Dataspace"
"231","11:15:38","10","Upgrade MentionService database to Dev14.M76"
"232","11:15:38","10","Upgrade Chat database to Dev14.M76"
"233","11:15:38","10","Upgrade Build2 database to Dev14.M76 (custom)"
"234","11:15:38","10","Upgrade Build2 database to Dev14.M76"
"235","11:15:38","10","Upgrade VersionControl database to Dev14.M76"
"236","11:15:38","10","Upgrade project tombstone tables to Dev14.M76"
"237","11:15:38","10","Upgrade Framework database to Dev14.M76"
"238","11:15:38","10","Fixup ProjectState column values in ProjectHistory table for Dev14.M76"
"239","11:15:38","10","Upgrade Integration database to Dev14.M76"
"240","11:15:38","10","Drop unused stored procedures"
"241","11:15:38","10","Upgrade Framework database to Dev14.M76 - Update Tagging Security namespace to use Token Translator"
"242","11:15:38","10","Migrate Tagging security tokens"
"243","11:15:38","10","Migrate Tagging security tokens cleanup (drop trigger and delete source rows)"
"244","11:15:38","10","Upgrade WorkItem database to Dev14.M76"
"245","11:15:39","10","Drop old WIT tables"
"246","11:15:39","10","Drop old WIT types"
"247","11:15:39","10","Upgrade CodeSense database to Dev14.M76"
"248","11:15:39","10","Upgrade CodeLens database to Dev14.M76 - compress tbl_AggregateMap"
"249","11:15:39","10","Upgrade Build database to Dev14.M76"
"250","11:15:39","10","Prepare to upgrade ServiceHooks database to Dev14.76"
"251","11:15:39","10","Migrate Service Hooks Tables to Dataspace"
"252","11:15:39","10","Upgrade ServiceHooks database to Dev14.M76"
"253","11:15:40","10","Upgrade Framework Common database to Dev14.M78"
"254","11:15:40","10","Upgrade DistributedTask database to Dev14.M78"
"255","11:15:40","10","Upgrade DistributedTaskOrchestration database to Dev14.M78"
"256","11:15:40","10","Upgrade DistributedTaskOrchestration database to Dev14.M78 (part 2)"
"257","11:15:40","10","Upgrade Build2 database to Dev14.M78 (custom)"
"258","11:15:40","10","Upgrade Build2 database to Dev14.M78"
"259","11:15:40","10","Migrate Charting Tables to Dataspace"
"260","11:15:41","10","Upgrade ReportingDataServices database to Dev14.M78"
"261","11:15:42","10","Upgrade TestManagement database to Dev14.M78"
"262","11:15:42","10","Upgrade Policy database to Dev14.M78"
"263","11:15:42","10","Migrate QueryItem Table to Dataspace"
"264","11:15:42","10","Upgrade WorkItem database to Dev14.M78"
"265","11:15:43","10","Upgrade WorkItem database to Dev14.M78 (nolock)"
"266","11:15:44","10","Prepare to upgrade CodeSense database to Dev14.78"
"267","11:15:44","10","Migrate CodeSense Tables to Dataspace"
"268","11:15:58","10","Upgrade CodeSense database to Dev14.M78"
"269","11:15:58","10","Upgrade Git database to Dev14.M78"
"270","11:15:58","10","Upgrade VersionControl database to Dev14.M78"
"271","11:15:58","10","Add IsSplit column to tbl_Board for Dev14.M78"
"272","11:15:58","10","Upgrade Process database to Dev14.M78"
"273","11:15:58","10","Upgrade Build database to Dev14.M78"
"274","11:15:58","10","Compress framework tables"
"275","11:15:58","10","Migrate File Container Tables to Dataspace"
"276","11:15:59","10","Upgrade Framework database to Dev14.M79"
"277","11:15:59","10","Upgrade Orchestration database to Dev14.M79"
"278","11:15:59","10","Upgrade DistributedTask database to Dev14.M79"
"279","11:15:59","10","Upgrade DistributedTaskOrchestration database to Dev14.M79"
"280","11:15:59","10","Prepare project schema and SProcs for upgrade to Dev14.M79"
"281","11:15:59","10","Update project tables and rebuild indexes for Dev14.M79"
"282","11:15:59","10","Make project namespace remotable"
"283","11:15:59","10","Update security namespaces to use token translators"
"284","11:15:59","10","Migrate area node security tokens"
"285","11:16:00","10","Migrate iteration node security tokens"
"286","11:16:02","10","Upgrade Framework database to Dev14.M79"
"287","11:16:02","10","Migrate area node security tokens cleanup"
"288","11:16:02","10","Migrate iteration node security tokens cleanup"
"289","11:16:03","10","Upgrade WorkItem database to Dev14.M79 (nolock)"
"290","11:16:03","10","Migrate provisioning security tokens"
"291","11:16:03","10","Migrate query folder security tokens"
"292","11:16:04","10","Upgrade WorkItem database to Dev14.M79"
"293","11:16:04","10","Migrate provisioning security tokens cleanup"
"294","11:16:04","10","Migrate query folder security tokens cleanup"
"295","11:16:04","10","Upgrade TestManagement database(pre upgrade) to Dev14.M79"
"296","11:16:04","10","Migrate Plan Table to Dataspace"
"297","11:16:04","10","Migrate PlanData Table to Dataspace"
"298","11:16:04","10","Migrate Session Table to Dataspace"
"299","11:16:04","10","Migrate Suite Table to Dataspace"
"300","11:16:04","10","Migrate TestRun Table to Dataspace"
"301","11:16:06","10","Migrate TestPlanLink Table to Dataspace"
"302","11:16:06","10","Migrate SuiteData Table to Dataspace"
"303","11:16:06","10","Migrate Configuration Table to Dataspace"
"304","11:16:07","10","Migrate TestFailureType Table to Dataspace"
"305","11:16:07","10","Migrate TestResolutionState Table to Dataspace"
"306","11:16:07","10","Migrate TestSettings Table to Dataspace"
"307","11:16:07","10","Migrate Variable Table to Dataspace"
"308","11:16:07","10","Migrate BugFieldMapping Table to Dataspace"
"309","11:16:07","10","Migrate BuildConfiguration Table to Dataspace"
"310","11:16:07","10","Migrate TestBuild Table to Dataspace"
"311","11:16:08","10","Migrate AuditLog Table to Dataspace"
"312","11:16:08","10","Migrate CloneOperation Table to Dataspace"
"313","11:16:08","10","Upgrade TestManagement database to Dev14.M79"
"314","11:16:10","11","Add Git repository index pointer columns"
"315","11:16:10","11","Upgrade Git database to Dev14.M79"
"316","11:16:10","11","Drop constraint on index pointers so new ones get NULL"
"317","11:16:10","11","Create Build dataspaces for all projects"
"318","11:16:10","11","Migrate Build Project security tokens"
"319","11:16:10","11","Migrate Build2 Project properties"
"320","11:16:13","11","Create RepositoryType dataspace table"
"321","11:16:13","11","Create TagString dataspace table"
"322","11:16:13","11","Migrate Build2 Tables to Dataspace"
"323","11:16:13","11","Upgrade Build2 database to Dev14.M79"
"324","11:16:14","11","Migrate Build Project security tokens cleanup (drop trigger and delete source rows)"
"325","11:16:14","11","Migrate Build2 Project properties cleanup (drop trigger and delete source rows)"
"326","11:16:14","11","Drop tbl_Project from Build"
"327","11:16:14","11","Upgrade Project and Team Configuration Properties tables for Bugs On Taskboard Feature"
"328","11:16:14","11","Upgrade CodeSense database to Dev14.M79"
"329","11:16:14","11","Upgrade CodeReview database to Dev14.M79"
"330","11:16:14","11","Upgrade DevTestLabs database to Dev14.M79"
"331","11:16:15","11","Upgrade Framework Common database to Dev14.M80"
"332","11:16:15","11","Upgrade Orchestration database to Dev14.M80"
"333","11:16:15","11","Upgrade DistributedTask database to Dev14.M80 (Security Namespace Preparation)"
"334","11:16:15","11","Upgrade DistributedTask database to Dev14.M80 (Security Namespace Migration)"
"335","11:16:15","11","Upgrade DistributedTask database to Dev14.M80 (Security Namespace Cleanup)"
"336","11:16:15","11","Upgrade DistributedTask database to Dev14.M80"
"338","11:16:15","11","Prepare DistributedTaskOrchestration for Dataspace Migration"
"339","11:16:15","11","Create tbl_TimelineString dataspace table"
"340","11:16:15","11","Migrate DistributedTaskOrchestration Tables to Dataspace"
"341","11:16:16","11","Upgrade DistributedTaskOrchestration TFS database to Dev14.M80"
"342","11:16:16","11","Fixup ProjectRevision Counter Dataspaces for Dev14.M80"
"343","11:16:16","11","Upgrade Framework database to Dev14.M80"
"344","11:16:16","11","Prepare for dataspace migration"
"345","11:16:17","11","Fix classification nodes for migration"
"346","11:16:17","11","Migrate WorkItemLongTexts to Dataspace"
"347","11:16:46","11","Update WorkItemLongTexts Fulltext Index"
"348","11:16:46","11","Upgrade WorkItem database to Dev14.M80 (nolock)"
"349","11:16:46","11","Transform Area Path and Iteration Path in Wiql"
"350","11:16:47","11","Migrate WorkItem Tables to Dataspace"
"351","11:17:43","12","Wait for fulltext index population"
"352","11:17:43","12","Update work item tagging data to use dataspace"
"353","11:17:50","12","Upgrade WorkItem database to Dev14.M80"
"354","11:17:51","12","Drop stale fulltext index"
"355","11:17:51","12","Remove legacy work item tagging data"
"356","11:17:51","12","Drop old WIT types"
"357","11:17:51","12","Add non-RC upgrade step"
"358","11:17:51","12","Upgrade Build2 database to Dev14.M80"
"359","11:17:51","12","Migrate TCM Area Path Table to Dataspace"
"360","11:17:51","12","Migrate TCM Iteration Path Table to Dataspace"
"361","11:17:52","12","Upgrade TestManagement database to Dev14.M80"
"362","11:17:52","12","Create Lab Management dataspaces for all existing projects"
"363","11:17:52","12","Create LabManagement Dataspace tables for Migration"
"364","11:17:52","12","Migrate LabOperation Table to Dataspace"
"365","11:17:52","12","Migrate LabObject Table to Dataspace"
"366","11:17:53","12","Migrate LabTemplate Table to Dataspace"
"367","11:17:53","12","Migrate LabObjectProperty Table to Dataspace"
"368","11:17:53","12","Migrate LabObjectInUseMarker Table to Dataspace"
"369","11:17:53","12","Migrate LabLocation Table to Dataspace"
"370","11:17:53","12","Migrate LabHostGroup Table to Dataspace"
"371","11:17:53","12","Migrate LabLibraryShare Table to Dataspace"
