"Step","TimeStamp","EplasedTime","Action"
"839","12:41:41","96","Upgrade Build2 database to Dev14.M95.2"
"840","12:41:41","96","Upgrade CodeReview database to Dev14.M95.2"
"841","12:41:41","96","Pre Upgrade ReleaseManagement2 database to Dev14.M95.2"
"842","12:41:41","96","Upgrade ReleaseManagement2 database to Dev14.M95.2"
"843","12:41:42","96","Post Upgrade ReleaseManagement2 database to Dev14.M95.2"
"844","12:41:42","96","Upgrade ExtensionManagement database to Dev14.M95.2"
"845","12:41:42","96","Remove CollectionKpiStatsJob"
"847","12:41:43","96","Update Job Definitions"
"849","12:41:43","96","Remove suite repopulate job"
"852","12:41:43","96","Register Git EventTypes"
"855","12:41:43","96","Update Job Definition"
"856","12:41:43","96","Register Git EventTypes"
"859","12:41:43","96","Register Chat Notification Event Types"
"860","12:41:43","96","Register Git EventTypes"
"861","12:41:43","96","Add trend data rebuild job"
"864","12:41:44","96","Add Job Definitions"
"865","12:41:44","96","Register * EventType"
"866","12:41:44","96","Subscribe for all events for PersistedNotifications"
"867","12:41:45","96","Update WorkItemTracking Job Definitions"
"870","12:41:45","96","Configure framework servicing tokens"
"871","12:41:45","96","Create Location Security Namespace"
"872","12:41:45","96","Initialize Location Permissions"
"874","12:41:45","96","Upgrade Subscriptions To Dataspace"
"881","12:41:49","96","Register Build Retention Policy Jobs"
"882","12:41:49","96","Setup default data"
"883","12:41:50","96","Initialize Git Permissions for M72"
"884","12:41:50","96","Remove Unused Git Permissions for M72"
"885","12:41:50","96","Create the Temporary Property Artifact Kind"
"886","12:41:50","96","Install Orchestration Data"
"887","12:41:50","96","Upgrade Strongbox Items"
"889","12:41:50","96","Install Collection Data for DistributedTaskOrchestration Database"
"890","12:41:50","96","Setup Git environment"
"891","12:41:50","96","Remove obsolete registry value for v2 Git security token format"
"892","12:41:50","96","Update Git Security Namespace"
"893","12:41:50","96","Add CreateScope permission bit to Identity namespace"
"895","12:41:50","96","Setup work item environment"
"896","12:41:50","96","Migrate data in constants and set registry item"
"897","12:41:51","96","Remove minimum client version to provision so it uses default"
"898","12:41:51","96","Install Data for Build2 Database"
"899","12:41:51","96","Create default build queue"
"900","12:41:51","96","Create the Build Property Artifact Kind"
"901","12:41:51","96","Create storage growth counter"
"902","12:41:51","96","Add Job Definitions"
"903","12:41:51","96","Set Default Process Template"
"904","12:41:52","96","Upgrade Process Template References"
"905","12:41:52","96","Update TeamField values for all teams to use AreaIds"
"906","12:42:00","96","Add a row for DTA Agent counters"
"907","12:42:00","96","Add a row for Slice counters"
"908","12:42:00","96","Add a row for DTADtlMachine counters"
"909","12:42:00","96","Install Data for Build2 Database"
"911","12:42:00","96","Configure servicing tokens"
"912","12:42:00","96","Create Service Hooks Collection-level Security Namespace"
"913","12:42:00","96","Initialize Service Hooks Permissions Common"
"914","12:42:00","96","Initialize Service Hooks Collection Permissions"
"915","12:42:00","96","Queue a job to handle long-run servicing steps"
"916","12:42:00","96","Create ServiceHooks Dataspace"
"917","12:42:00","96","Install data for service hooks database"
"918","12:42:00","96","Configure servicing tokens"
"919","12:42:00","96","Create Service Hooks Security Namespace"
"920","12:42:00","96","Initialize Service Hooks Permissions Common"
"922","12:42:00","96","Create Team Project Remote Security Namespace"
"923","12:42:00","96","Add Job Definitions Common"
"927","12:42:00","96","Remove Tcm Migration Job"
"928","12:42:00","96","Add TestAgent HealthJob Definitions"
"929","12:42:00","96","Remove the Dev12CleaupJob"
"930","12:42:00","96","Register Distributed Task Plan Cleanup Job - M78 Upgrade"
"932","12:42:00","96","Install Data for Build2 Database"
"933","12:42:00","96","Register Build2 Retention Policy Jobs"
"934","12:42:00","96","Update chat messages with IDs to support project rename"
"935","12:42:10","97","Update kanban extensions to include Done field and rules"
"936","12:42:55","97","Update WorkItemTracking Job Definitions"
"937","12:42:55","97","Remove Project Publisher Job"
"938","12:42:55","97","Add Project Update Job"
"939","12:42:55","97","Update TFVC Paths in Build2 Definitions"
"940","12:42:55","97","Setup sync environment"
"941","12:42:55","97","Move source control authority from catalog to project service"
"942","12:43:07","97","Migrate index pointers to SQL"
"943","12:43:08","97","Reshape Git Metadata"
"944","12:43:08","97","Create DevTestLabs Dataspace"
"945","12:43:08","97","Create DevTestLabs Environment Property Artifact Kind"
"946","12:43:08","97","Create DevTestLabs Template Property Artifact Kind"
"947","12:43:08","97","Create DevTestLabs Subscription Property Artifact Kind"
"948","12:43:08","97","Fix Distributed Task Hub for M80 Isolation"
"949","12:43:08","97","Set DistributedTaskOrchestration Hub Version"
"950","12:43:08","97","Update Project Update Job Priority To High"
"951","12:43:08","97","Move project description from the catalog to project service."
"952","12:43:08","97","Update malformed project process template references"
"953","12:43:08","97","Make template types unique"
"955","12:43:10","98","Set IsIdentity Bit for Identity fields"
"956","12:43:10","98","Refresh Service Hooks based event subscriptions"
"957","12:43:11","98","Update Build Definitions Schedule Jobs"
"958","12:43:12","98","Create Build Task Hub"
"959","12:43:12","98","Fix build subscriptions to use project guids to become resilient to project rename"
"960","12:43:13","98","Fix checkin subscriptions to use project guids to become resilient to project rename"
"961","12:43:15","98","Delete the Pending Change Property Artifact Kind"
"962","12:43:15","98","Create CodeReview Default Dataspace"
"963","12:43:15","98","Install Data for Code Review Database"
"964","12:43:15","98","Create the CodeReview Provider Artifact Kind"
"965","12:43:15","98","Create the Review Properties Artifact Kind"
"966","12:43:15","98","Create the Iteration Properties Artifact Kind"
"967","12:43:15","98","Remove CodeReview Job Definitions"
"968","12:43:15","98","Populate process template data xml column"
"970","12:43:15","98","Set HasUniqueIdentityDisplayName Bit for Identity fields (nolock)"
"974","12:43:15","98","Delete Framework Account job definitions."
"975","12:43:15","98","Update Job Definitions"
"976","12:43:15","98","Set DistributedTaskOrchestration Hub Version"
"977","12:43:15","98","Update Project Update Job Priority Level To Idle"
"978","12:43:15","98","Install Data for Build2 Database"
"979","12:43:15","98","Update kanban extensions to include Lane field"
"980","12:43:16","98","Add FLICatchup Job Definitions"
"981","12:43:16","98","Configure servicing tokens"
"984","12:43:16","98","Create Release Management Distributed Task Hub"
"985","12:43:16","98","Re-run upgrade DistributedTaskOrchestration database to Dev14.M82 (Isolate and Cleanup Counters)"
"986","12:43:16","98","Setup Git environment"
"987","12:43:16","98","Set the collection partition id tokens in servicing context"
"988","12:43:16","98","Updates all rows in tbl_GitCommit and sets the Status to Unpopulated (255)"
"989","12:43:16","98","Populate commit changes"
"990","12:43:16","98","Create the IdentityMru Property Artifact Kind"
"991","12:43:16","98","Remove Quota Job Definition"
"992","12:43:16","98","Upgrade Subscriptions To Dataspace"
"993","12:43:16","98","Set Partition State To Active"
"994","12:43:16","98","Set HasUniqueIdentityDisplayName Bit for Identity fields (nolock)"
"995","12:43:16","98","Fix shared query nodes that are missing their name"
"996","12:43:17","98","Update Build Controller custom assembly paths"
"997","12:43:18","98","Update Build Definition source providers and process parameters"
"998","12:43:39","98","Update ProjectCollection Service Identity Permissions"
"999","12:43:39","98","Create ReleaseManagement Dataspace"
"1000","12:43:39","98","Configure servicing tokens"
"1001","12:43:39","98","Update Release Management Security Namespace"
"1002","12:43:39","98","Create the TestAgent Artifact Kind"
"1003","12:43:39","98","Create the Automation run Artifact Kind"
"1004","12:43:39","98","Transform Query of QueryBased Suite"
"1005","12:43:46","98","Create Distributed Task Dataspace"
"1006","12:43:46","98","Transform Query of QueryBased Suite"
"1007","12:43:46","98","Set HasUniqueIdentityDisplayName Bit for Identity fields (nolock)"
"1014","12:43:46","98","Add Job Definitions"
"1015","12:43:46","98","Setup Distributed Task Environment"
"1016","12:43:46","98","Create Service Endpoint Security Namespaces"
"1017","12:43:46","98","Provision Service Endpoint Security Groups"
"1021","12:43:47","98","Data migration of Connected Services to Service Endpoints"
"1022","12:43:47","98","Provision Build Service Identities"
"1024","12:44:00","98","Set DisableDuringUpgrade flag for cleanup jobs"
"1025","12:44:00","98","Update Ranks on Work Item Type Extensions (Kanban)"
"1026","12:44:14","99","Back fill kanban extension parent field history"
"1027","12:44:22","99","Set DisableDuringUpgrade flag for cleanup jobs"
"1028","12:44:22","99","Create system field definitions for all existing projects"
"1029","12:44:23","99","Remove permissions for unused project collection service identity"
"1030","12:44:23","99","Repair Build Service permissions on projects"
"1031","12:44:23","99","Delete send mail job definition from collection."
"1034","12:44:23","99","Setup Distributed Task Environment"
"1035","12:44:23","99","Create Agent Queue Security Namespace"
"1036","12:44:23","99","Create Root Scope for Agent Queue Groups"
"1037","12:44:24","99","Migrate Agent Queues to Group Scopes"
"1038","12:44:24","99","Migrate known files to SQL"
"1039","12:44:25","99","Create Git storage cleanup job"
"1040","12:44:25","99","Register Git Artifact Types"
"1041","12:44:25","99","Register WorkItemTracking Artifact Types"
"1042","12:44:25","99","Set Default Process Template"
"1043","12:44:25","99","Create system field definitions for all existing projects"
"1044","12:44:25","99","Create default result retention settings for all existing projects"
"1045","12:44:26","99","For all existing entry in tbl_BuildConfiguration update build deletion state"
"1046","12:44:31","99","Add Build Administrators to Queue Administrators Group"
"1048","12:44:31","99","Setup Distributed Task Environment"
"1049","12:44:31","99","Update Service Endpoint Security Namespaces"
"1050","12:44:31","99","Provision Service Endpoint Project Level Security Groups"
"1052","12:44:31","99","Set Administrator Permissions For Team Projects"
"1053","12:44:34","99","Apply configuration to all the jobs"
"1054","12:44:34","99","Register WorkItemTracking Artifact Types"
"1055","12:44:34","99","Create Queues for Agent Pools"
"1056","12:44:35","99","Data migration of Azure Service Endpoints to ConnectedServices"
"1057","12:44:36","99","Create the Extension Settings Service Artifact Kind OnPrem"
"1058","12:44:36","99","Setup the initial ems db configuration"
"1059","12:44:36","99","Setup Extension Management environment"
"1060","12:44:36","99","Create Extension Management Collection-level Security Namespace"
"1061","12:44:36","99","Initialize Extension Management Permissions Common"
"1062","12:44:36","99","Update database optimization job"
"1063","12:44:36","99","Install Collection Data for Distributed Task Database"
"1064","12:44:36","99","Setup tokens"
"1065","12:44:36","99","Create Process Security Namespaces"
"1066","12:44:36","99","Initialize Process Security Permissions"
"1067","12:44:36","99","Add Job Definitions"
"1068","12:44:36","99","Register Analytics Job Definitions"
"1070","12:44:36","99","Update the cleanup job to not time out"
"1071","12:44:36","99","Set DistributedTaskOrchestration Hub Version"
"1072","12:44:36","99","OnPrem - Back fill kanban extension parent field history"
"1075","12:44:36","99","Setup tokens"
"1076","12:44:36","99","Add workItem soft delete permission to Project security namespace"
"1077","12:44:36","99","Upgrade pack index to M91 format"
"1078","12:44:36","99","Register Analytics Job Definitions"
"1079","12:44:36","99","Create the Extension Properties Artifact Kind"
"1080","12:44:36","99","Create orchestration hub cleanup job"
"1081","12:44:36","99","Setup tokens"
"1082","12:44:36","99","Add work item move permission to Project security namespace"
"1083","12:44:36","99","Find and store max run Id without Summary and Insights"
"1084","12:44:36","99","Delete Run summary and Insights for Xaml builds"
"1085","12:44:36","99","Migrate external git repos to service endpoints"
"1086","12:44:37","99","Update Analytics Job Definitions"
"1087","12:44:37","99","Add WorkItemTracking Job Definitions"
"1088","12:44:37","99","Update job definitions"
"1090","12:44:37","99","Update on-prem job definitions"
"1092","12:44:37","99","Setup tokens"
"1093","12:44:37","99","Add workItem permanently delete permission to Project security namespace"
"1098","12:44:37","99","Clean-up Unwanted On-Prem Analytics Job Definitions"
"1099","12:44:37","99","Release management project service step"
"1104","12:44:37","99","Add WorkItemTracking Job Definitions"
"1105","12:44:37","99","Update Ranks on Work Item Type Extensions (Kanban)"
"1106","12:44:38","99","OnPrem - Back fill kanban extension parent field history"
"1112","12:44:38","99","Clean-up Unwanted On-Prem Analytics Job Definitions"
"1115","12:44:38","99","Register Release Retention Policy Job"
"1116","12:44:38","99","Set WorkItem Permissions For Team Projects Admin Group"
"1117","12:44:40","99","Queue TFVC Corruption fixup job"
"1118","12:44:40","99","Configure servicing tokens"
"1119","12:44:40","99","Update Release Management Security Namespace"
"1120","12:44:40","99","Add delete releases and manage deployments permission to all administrator groups"
"1121","12:44:40","99","Repair Tfs Roles"
"1122","12:44:41","99","Repair Framework Database"
"1123","12:44:43","99","Repair Integration Database"
"1124","12:44:44","99","Repair Process Database"
"1125","12:44:44","99","Repair VersionControl Database"
"1126","12:44:46","99","Complete Repair VersionControl Database"
"1127","12:44:47","99","Repair Discussion Database"
"1128","12:44:47","99","Repair Mention Database"
"1129","12:44:47","99","Repair Chat Database"
"1130","12:44:47","99","Repair Dashboard Database"
"1131","12:44:47","99","Repair Agile Database"
"1132","12:44:47","99","Repair CodeSense Database"
"1133","12:44:47","99","Repair Git Database"
"1134","12:44:48","99","Repair ReportingDataServices Database"
"1135","12:44:48","99","Repair Build Database"
"1136","12:44:49","99","Repair Build2 Database"
"1137","12:44:49","99","Pre-Repair WorkItemTracking Database"
"1138","12:44:49","99","Repair WorkItem Tracking Database"
"1139","12:44:52","99","Repair WorkItemTracking DatabaseFull Text Index"
"1140","12:44:52","99","Repair Test Management Database"
"1141","12:44:54","99","Repair LabExecution Database"
"1142","12:44:55","99","Repair Policy Database"
"1143","12:44:55","99","Repair DistributedTask Database"
"1144","12:44:56","99","Repair DistributedTaskOrchestration Database"
"1145","12:44:56","99","Repair Orchestration Database"
"1146","12:44:56","99","Repair Service Hooks Database"
"1147","12:44:56","99","Repair CodeReview Database"
"1148","12:44:56","99","Repair DevTestLabs Database"
"1149","12:44:57","99","Repair Release Management Database"
"1150","12:44:57","99","Repair Extension Management Database"
"1151","12:44:57","99","Repair job queue"
"1152","12:44:57","99","Delete TFS_SNAPSHOT_COLLECTIONID stamp"
"1153","12:44:57","99","Delete TFS_SNAPSHOT_STATE stamp"
"1154","12:44:57","99","Delete TFS_IS_HOSTED_SNAPSHOT stamp"
"1155","12:44:57","99","Delete TFS_EXPORT_ID stamp"
"1156","12:44:57","99","Delete TFS_CLOUDIMPORT_COMPLETE stamp"
"1157","12:44:57","99","Drop existing framework snapshot schema if it exists"
"1159","12:44:58","99","Remove any service definitions that the catalog entries created"
"1160","12:44:58","99","Remove the Catalog Property Artifact Kind"
"1161","12:44:58","99","Remove the Identity Property Artifact Kind"
"1162","12:44:58","99","Remove the snapshot registry entries"
"1163","12:44:58","99","Restore Recovery Model"
"1164","12:44:58","99","Turn on RCSI"
"1165","12:45:12","100","Copy service level stamp"
"1166","12:45:12","100","Remove pre-upgrade service level stamp"
"1167","12:45:12","100","Stamp collection database product version"
"1168","12:45:12","100","Update Schema Version"
"1170","12:45:12","100","Update Database Properties"
